,Cultivated area (hectares),Seed (Kg),Urea (kg),Phosphate (kg),Potassium (kg),Nitrogen (kg),Insecticide (lit),Water (m3),Irrigation frequency,Yield (kg),Fuel (lit),Electricity (kwh),Calculated carbon (kg co2-eq)
4693,3.0,90.0,820.0,485.0,141.0,2362.0,20.0,22543.0,3.0,162293.0,928.0,781.0,7389.0
4694,1.75,55.0,557.0,218.0,103.0,1349.0,12.0,13514.0,6.0,96317.0,466.0,423.0,4913.0
4695,2.0,55.0,697.0,268.0,109.0,1457.0,13.0,14482.0,6.0,107537.0,592.0,516.0,5138.0
4696,1.5,49.0,417.0,219.0,63.0,1188.0,8.0,10846.0,5.0,84715.0,437.0,395.0,4136.0
4697,0.75,20.0,255.0,90.0,35.0,551.0,5.0,6019.0,3.0,41081.0,205.0,202.0,1969.0
4698,1.5,53.0,532.0,203.0,69.0,1120.0,10.0,12227.0,4.0,84834.0,429.0,396.0,3992.0
4699,2.0,51.0,602.0,310.0,88.0,1583.0,11.0,15519.0,4.0,107977.0,610.0,503.0,4753.0
4700,2.0,69.0,602.0,319.0,107.0,1438.0,12.0,14016.0,5.0,113486.0,538.0,498.0,5631.0
4701,0.75,23.0,236.0,122.0,30.0,580.0,5.0,6021.0,3.0,41324.0,199.0,194.0,2079.0
4702,0.5,14.0,131.0,80.0,28.0,351.0,3.0,3958.0,3.0,27750.0,151.0,127.0,1273.0
4703,2.5,72.0,709.0,306.0,114.0,1768.0,14.0,17595.0,4.0,130285.0,749.0,626.0,6345.0
4704,1.0,24.0,318.0,129.0,60.0,719.0,6.0,8562.0,4.0,56272.0,299.0,260.0,2365.0
4705,2.5,80.0,756.0,420.0,94.0,1974.0,17.0,20737.0,3.0,137696.0,727.0,640.0,6412.0
4706,1.0,28.0,302.0,124.0,43.0,734.0,7.0,8343.0,6.0,53390.0,288.0,240.0,2535.0
4707,0.75,21.0,257.0,93.0,37.0,586.0,4.0,6122.0,6.0,41848.0,230.0,174.0,1864.0
4708,0.75,19.0,203.0,98.0,39.0,567.0,5.0,5332.0,7.0,42133.0,211.0,175.0,2132.0
4709,0.5,13.0,176.0,65.0,30.0,361.0,3.0,3804.0,7.0,27271.0,143.0,132.0,1334.0
4710,1.75,57.0,576.0,294.0,86.0,1350.0,11.0,12478.0,6.0,98446.0,463.0,466.0,4665.0
4711,1.75,49.0,582.0,222.0,74.0,1335.0,9.0,14262.0,5.0,99186.0,507.0,432.0,4604.0
4712,0.75,22.0,245.0,106.0,27.0,557.0,5.0,5327.0,5.0,42313.0,196.0,195.0,2188.0
4713,2.0,59.0,642.0,255.0,85.0,1524.0,13.0,15451.0,6.0,108552.0,595.0,540.0,5943.0
4714,3.0,86.0,826.0,485.0,147.0,2257.0,17.0,22312.0,6.0,160546.0,868.0,734.0,8806.0
4715,1.25,43.0,384.0,187.0,44.0,892.0,8.0,9683.0,3.0,65541.0,333.0,307.0,2918.0
4716,1.0,31.0,288.0,148.0,52.0,784.0,5.0,7026.0,6.0,55639.0,292.0,237.0,2390.0
4717,1.75,58.0,520.0,228.0,99.0,1303.0,11.0,12379.0,3.0,98489.0,530.0,471.0,4991.0
4718,0.5,15.0,173.0,82.0,27.0,365.0,3.0,4088.0,4.0,27304.0,141.0,117.0,1191.0
4719,2.0,68.0,558.0,262.0,77.0,1592.0,11.0,15701.0,4.0,107050.0,543.0,521.0,4834.0
4720,1.25,38.0,392.0,203.0,61.0,986.0,7.0,9949.0,5.0,70666.0,365.0,324.0,3672.0
4721,0.75,18.0,247.0,123.0,29.0,527.0,5.0,6385.0,7.0,39218.0,206.0,200.0,2034.0
4722,0.75,27.0,220.0,100.0,29.0,578.0,4.0,5419.0,7.0,39062.0,227.0,198.0,1920.0
4723,1.5,39.0,460.0,219.0,53.0,1071.0,9.0,10945.0,6.0,78443.0,436.0,351.0,3799.0
4724,0.75,27.0,267.0,103.0,31.0,581.0,5.0,6103.0,5.0,41182.0,206.0,191.0,1783.0
4725,1.5,54.0,488.0,213.0,84.0,1079.0,9.0,12018.0,4.0,81548.0,398.0,397.0,4102.0
4726,2.0,60.0,709.0,309.0,86.0,1524.0,13.0,15564.0,3.0,110413.0,568.0,504.0,5043.0
4727,2.5,68.0,665.0,372.0,123.0,1897.0,15.0,17937.0,6.0,138994.0,755.0,629.0,7403.0
4728,2.0,70.0,592.0,258.0,104.0,1586.0,12.0,14569.0,3.0,104587.0,600.0,537.0,5941.0
4729,2.5,84.0,834.0,321.0,111.0,1886.0,16.0,17831.0,3.0,137902.0,774.0,670.0,6579.0
4730,2.5,79.0,891.0,310.0,108.0,1977.0,14.0,21323.0,6.0,141282.0,685.0,589.0,6972.0
4731,1.75,55.0,570.0,263.0,96.0,1333.0,10.0,13678.0,6.0,92805.0,530.0,422.0,5052.0
4732,1.0,26.0,265.0,156.0,49.0,718.0,7.0,8487.0,4.0,54162.0,284.0,240.0,2335.0
4733,1.75,50.0,459.0,242.0,105.0,1375.0,12.0,14545.0,7.0,91990.0,536.0,438.0,4661.0
4734,0.5,18.0,161.0,64.0,19.0,379.0,3.0,4269.0,5.0,28255.0,152.0,125.0,1174.0
4735,3.0,91.0,793.0,372.0,115.0,2204.0,19.0,22461.0,5.0,164681.0,907.0,737.0,8940.0
4736,2.5,78.0,852.0,357.0,149.0,1966.0,13.0,19714.0,7.0,133322.0,650.0,578.0,6739.0
4737,0.75,20.0,232.0,109.0,36.0,570.0,4.0,6369.0,7.0,39076.0,199.0,174.0,1817.0
4738,1.75,57.0,484.0,228.0,88.0,1251.0,9.0,13068.0,3.0,99147.0,501.0,426.0,4519.0
4739,1.75,59.0,470.0,237.0,87.0,1365.0,11.0,13691.0,4.0,98090.0,476.0,436.0,4111.0
4740,2.0,60.0,615.0,338.0,74.0,1504.0,11.0,15320.0,4.0,108645.0,563.0,478.0,5999.0
4741,0.75,19.0,222.0,118.0,29.0,598.0,4.0,6016.0,7.0,40152.0,195.0,202.0,1809.0
4742,1.5,49.0,488.0,255.0,58.0,1170.0,9.0,11210.0,6.0,79517.0,441.0,389.0,3837.0
4743,1.75,61.0,542.0,282.0,75.0,1320.0,10.0,13554.0,4.0,93635.0,480.0,414.0,5124.0
4744,2.5,90.0,854.0,372.0,148.0,1880.0,15.0,19771.0,4.0,140791.0,731.0,593.0,6855.0
4745,2.0,51.0,521.0,257.0,93.0,1460.0,13.0,15881.0,3.0,111709.0,598.0,520.0,5387.0
4746,0.5,15.0,175.0,84.0,22.0,368.0,3.0,3921.0,5.0,27886.0,154.0,134.0,1403.0
4747,2.5,76.0,842.0,311.0,101.0,1906.0,17.0,18124.0,4.0,140274.0,689.0,669.0,6627.0
4748,0.75,25.0,225.0,124.0,38.0,531.0,4.0,6101.0,6.0,41878.0,212.0,177.0,1892.0
4749,1.5,38.0,533.0,221.0,87.0,1144.0,8.0,12342.0,4.0,78111.0,414.0,397.0,4212.0
4750,1.0,31.0,330.0,132.0,53.0,719.0,7.0,7892.0,7.0,52619.0,298.0,258.0,2562.0
4751,2.5,80.0,895.0,309.0,113.0,1881.0,17.0,20290.0,3.0,139799.0,679.0,658.0,7392.0
4752,2.0,56.0,568.0,332.0,72.0,1507.0,14.0,17113.0,7.0,108529.0,536.0,530.0,5648.0
4753,0.5,12.0,136.0,65.0,22.0,396.0,3.0,3914.0,4.0,26023.0,140.0,117.0,1325.0
4754,2.5,82.0,752.0,372.0,136.0,1920.0,14.0,18059.0,7.0,131327.0,707.0,614.0,6272.0
4755,1.5,49.0,468.0,232.0,86.0,1141.0,9.0,12677.0,7.0,81155.0,433.0,398.0,3998.0
4756,3.0,106.0,1066.0,483.0,130.0,2292.0,20.0,21993.0,3.0,163747.0,886.0,751.0,7523.0
4757,1.75,54.0,580.0,219.0,64.0,1377.0,11.0,12694.0,6.0,94993.0,541.0,414.0,5101.0
4758,2.0,68.0,687.0,285.0,117.0,1441.0,11.0,15393.0,3.0,104954.0,557.0,497.0,4817.0
4759,1.5,46.0,406.0,252.0,77.0,1152.0,9.0,12205.0,4.0,83829.0,395.0,390.0,3736.0
4760,2.5,89.0,812.0,364.0,88.0,1789.0,14.0,19822.0,3.0,142490.0,753.0,602.0,7179.0
4761,1.5,47.0,436.0,239.0,67.0,1097.0,8.0,11587.0,7.0,83089.0,464.0,370.0,3973.0
4762,2.0,57.0,541.0,263.0,105.0,1412.0,12.0,14852.0,3.0,105601.0,609.0,481.0,5626.0
4763,1.75,62.0,528.0,241.0,72.0,1392.0,12.0,14360.0,4.0,95402.0,468.0,446.0,4223.0
4764,1.75,63.0,518.0,255.0,105.0,1293.0,12.0,13915.0,4.0,94457.0,515.0,416.0,4108.0
4765,2.0,59.0,692.0,338.0,109.0,1526.0,12.0,14299.0,4.0,110265.0,586.0,510.0,5783.0
4766,2.5,72.0,873.0,334.0,105.0,1996.0,17.0,18930.0,7.0,137670.0,687.0,672.0,7456.0
4767,1.0,29.0,335.0,155.0,51.0,790.0,6.0,7015.0,6.0,55591.0,285.0,243.0,2924.0
4768,1.5,44.0,439.0,227.0,87.0,1151.0,9.0,12750.0,6.0,79957.0,426.0,373.0,4389.0
4769,1.75,48.0,563.0,219.0,88.0,1262.0,10.0,14631.0,3.0,92727.0,520.0,418.0,4701.0
4770,2.5,63.0,787.0,408.0,119.0,1922.0,15.0,18905.0,3.0,138508.0,747.0,627.0,5973.0
4771,1.0,28.0,337.0,124.0,53.0,772.0,7.0,8259.0,6.0,56227.0,294.0,236.0,2798.0
4772,2.5,65.0,762.0,326.0,114.0,1915.0,15.0,20785.0,5.0,137613.0,764.0,672.0,6379.0
4773,2.0,51.0,637.0,289.0,72.0,1456.0,13.0,16890.0,7.0,111074.0,605.0,525.0,4842.0
4774,1.75,59.0,621.0,292.0,64.0,1396.0,10.0,14618.0,7.0,92360.0,533.0,461.0,4870.0
4775,2.5,85.0,724.0,335.0,90.0,1957.0,13.0,19314.0,6.0,132640.0,700.0,651.0,6998.0
4776,3.0,83.0,859.0,507.0,126.0,2358.0,18.0,21262.0,7.0,158058.0,827.0,803.0,7131.0
4777,0.5,14.0,143.0,82.0,27.0,374.0,3.0,3508.0,4.0,27030.0,152.0,130.0,1441.0
4778,2.0,65.0,649.0,325.0,106.0,1416.0,12.0,14272.0,7.0,106193.0,552.0,492.0,5259.0
4779,0.75,26.0,208.0,114.0,30.0,561.0,4.0,5451.0,4.0,42416.0,216.0,175.0,1998.0
4780,2.0,59.0,525.0,305.0,93.0,1590.0,13.0,16974.0,3.0,111763.0,603.0,473.0,5345.0
4781,1.0,28.0,264.0,144.0,50.0,745.0,6.0,8110.0,5.0,56599.0,273.0,236.0,2987.0
4782,0.75,20.0,233.0,113.0,39.0,527.0,5.0,6118.0,4.0,40310.0,212.0,178.0,1795.0
4783,1.5,52.0,495.0,207.0,73.0,1106.0,10.0,11783.0,7.0,82598.0,409.0,401.0,4285.0
4784,1.25,36.0,418.0,209.0,67.0,935.0,7.0,8935.0,4.0,65392.0,351.0,299.0,3548.0
4785,0.75,26.0,243.0,119.0,36.0,549.0,5.0,5348.0,4.0,40418.0,231.0,181.0,2045.0
4786,2.5,70.0,655.0,357.0,89.0,1938.0,15.0,19518.0,5.0,136209.0,691.0,662.0,5872.0
4787,2.0,49.0,537.0,307.0,71.0,1542.0,12.0,16428.0,4.0,104331.0,613.0,507.0,4628.0
4788,2.5,90.0,844.0,419.0,99.0,1850.0,15.0,18049.0,6.0,130030.0,653.0,591.0,7365.0
4789,1.25,38.0,363.0,187.0,58.0,980.0,9.0,10172.0,5.0,68817.0,341.0,288.0,3477.0
4790,0.5,15.0,143.0,64.0,26.0,362.0,3.0,3643.0,3.0,26038.0,130.0,124.0,1385.0
4791,3.0,76.0,789.0,489.0,142.0,2380.0,15.0,22358.0,3.0,169178.0,822.0,771.0,6965.0
4792,3.0,106.0,801.0,431.0,160.0,2248.0,16.0,21414.0,4.0,168486.0,895.0,706.0,8481.0
4793,0.75,19.0,219.0,110.0,29.0,568.0,5.0,5869.0,6.0,40840.0,219.0,173.0,1897.0
4794,2.5,89.0,752.0,310.0,103.0,1842.0,16.0,19893.0,7.0,137148.0,759.0,626.0,7171.0
4795,0.75,25.0,233.0,126.0,29.0,591.0,5.0,5340.0,3.0,41939.0,196.0,177.0,2126.0
4796,3.0,100.0,906.0,392.0,160.0,2240.0,17.0,23891.0,4.0,166512.0,903.0,706.0,7901.0
4797,2.5,67.0,893.0,396.0,89.0,1959.0,16.0,19159.0,3.0,134166.0,748.0,652.0,5960.0
4798,1.0,26.0,304.0,161.0,43.0,781.0,6.0,7937.0,5.0,52743.0,298.0,264.0,2337.0
4799,1.25,36.0,375.0,175.0,63.0,972.0,8.0,9418.0,5.0,65064.0,337.0,303.0,3257.0
4800,1.75,59.0,485.0,267.0,88.0,1257.0,9.0,14707.0,7.0,98599.0,481.0,421.0,4229.0
4801,0.5,17.0,133.0,74.0,28.0,367.0,3.0,3700.0,4.0,26654.0,147.0,125.0,1491.0
4802,1.25,37.0,361.0,207.0,75.0,955.0,6.0,8962.0,7.0,65402.0,336.0,298.0,3485.0
4803,1.25,34.0,410.0,194.0,62.0,922.0,7.0,10183.0,4.0,68523.0,383.0,328.0,3615.0
4804,3.0,93.0,868.0,411.0,145.0,2331.0,20.0,22491.0,6.0,169421.0,922.0,761.0,8825.0
4805,2.5,88.0,760.0,349.0,101.0,1985.0,14.0,21194.0,3.0,134934.0,725.0,659.0,6526.0
4806,1.0,1.0,150.0,100.0,50.0,400.0,2.0,4000.0,5.0,50000.0,38.0,257.0,5500.0
4807,1.75,5.4,230.0,167.0,106.0,652.0,3.8,7401.0,5.0,84738.0,67.0,1396.0,10143.0
4808,1.5,5.5,208.0,148.0,83.0,593.0,4.4,6664.0,7.0,79267.0,54.0,2649.0,7454.0
4809,2.5,7.2,346.0,203.0,122.0,1091.0,6.8,9694.0,7.0,131965.0,88.0,1379.0,13222.0
4810,0.75,2.7,131.0,73.0,44.0,312.0,1.7,2572.0,6.0,36685.0,27.0,872.0,4365.0
4811,2.0,4.0,296.0,208.0,128.0,817.0,5.6,8355.0,4.0,99374.0,71.0,3676.0,11281.0
4812,0.75,2.4,116.0,81.0,31.0,298.0,1.7,3470.0,6.0,36252.0,29.0,1562.0,4203.0
4813,1.5,1.5,234.0,124.0,78.0,651.0,3.8,5667.0,4.0,79313.0,59.0,1528.0,8386.0
4814,1.75,3.1,290.0,162.0,79.0,726.0,5.1,6308.0,6.0,82359.0,67.0,4019.0,9536.0
4815,3.0,11.7,513.0,251.0,160.0,1179.0,7.2,13370.0,6.0,145635.0,114.0,5328.0,17314.0
4816,1.5,5.1,240.0,132.0,91.0,586.0,3.2,6283.0,6.0,73130.0,56.0,2861.0,7642.0
4817,0.75,2.5,112.0,64.0,36.0,296.0,2.2,3492.0,6.0,37314.0,26.0,1168.0,4344.0
4818,1.75,5.0,239.0,165.0,87.0,734.0,4.1,7404.0,4.0,88028.0,64.0,2042.0,8607.0
4819,0.5,0.6,66.0,48.0,20.0,210.0,1.3,2244.0,6.0,24611.0,19.0,818.0,2633.0
4820,1.0,2.1,165.0,111.0,64.0,446.0,3.0,4497.0,5.0,52060.0,35.0,1391.0,5519.0
4821,0.75,1.6,115.0,75.0,43.0,314.0,1.6,3002.0,6.0,38350.0,28.0,1711.0,4180.0
4822,0.75,2.7,113.0,65.0,33.0,305.0,1.7,2736.0,6.0,35493.0,28.0,924.0,3776.0
4823,2.5,7.0,435.0,252.0,152.0,901.0,6.6,10939.0,7.0,123266.0,96.0,984.0,14237.0
4824,1.5,5.8,200.0,166.0,75.0,636.0,4.3,5693.0,5.0,71670.0,58.0,3096.0,8841.0
4825,0.75,1.9,110.0,80.0,33.0,320.0,2.1,3173.0,5.0,39504.0,28.0,1174.0,3818.0
4826,1.5,5.6,235.0,169.0,83.0,653.0,4.4,6189.0,5.0,77919.0,55.0,1147.0,8289.0
4827,1.0,1.3,179.0,111.0,54.0,404.0,1.9,3966.0,4.0,48602.0,37.0,867.0,5087.0
4828,1.75,4.7,213.0,183.0,88.0,730.0,3.5,6751.0,5.0,90001.0,64.0,1254.0,8854.0
4829,1.5,3.1,265.0,152.0,85.0,641.0,3.7,6447.0,7.0,72092.0,58.0,3345.0,7784.0
4830,1.75,6.6,245.0,159.0,97.0,671.0,3.5,6283.0,4.0,90678.0,70.0,1479.0,10282.0
4831,1.0,2.8,175.0,85.0,49.0,362.0,2.1,4060.0,4.0,50670.0,37.0,2171.0,5650.0
4832,3.0,11.5,418.0,296.0,130.0,1122.0,5.8,11273.0,4.0,155789.0,109.0,2684.0,17503.0
4833,0.5,0.8,61.0,47.0,30.0,217.0,1.3,2180.0,4.0,25085.0,19.0,949.0,2583.0
4834,1.0,1.1,150.0,110.0,59.0,445.0,1.9,4627.0,7.0,49835.0,36.0,491.0,5892.0
4835,3.0,11.0,419.0,255.0,186.0,1155.0,6.6,11075.0,5.0,157435.0,119.0,5040.0,15410.0
4836,1.25,2.8,155.0,137.0,73.0,525.0,2.8,4576.0,5.0,62494.0,48.0,1516.0,7092.0
4837,1.5,5.7,185.0,122.0,80.0,549.0,3.2,5150.0,5.0,74243.0,57.0,3238.0,7222.0
4838,2.5,5.9,440.0,247.0,111.0,928.0,6.1,9624.0,4.0,118301.0,92.0,3645.0,12478.0
4839,1.0,3.8,147.0,80.0,41.0,445.0,2.9,4623.0,6.0,52947.0,40.0,768.0,5489.0
4840,0.75,0.8,100.0,61.0,43.0,308.0,1.9,3375.0,4.0,36547.0,29.0,584.0,3696.0
4841,1.75,3.0,301.0,152.0,97.0,670.0,4.3,5965.0,6.0,89440.0,61.0,1968.0,9682.0
4842,1.75,2.6,279.0,146.0,111.0,633.0,3.6,6085.0,4.0,88665.0,66.0,2071.0,10053.0
4843,0.75,2.9,113.0,73.0,41.0,328.0,2.0,3250.0,6.0,37176.0,27.0,1706.0,4352.0
4844,2.0,5.3,256.0,171.0,109.0,841.0,4.4,8892.0,7.0,102679.0,72.0,822.0,11702.0
4845,2.0,2.6,314.0,162.0,129.0,748.0,5.0,7160.0,6.0,98424.0,74.0,2838.0,9767.0
4846,1.75,3.1,291.0,165.0,106.0,776.0,3.6,7346.0,6.0,90909.0,62.0,713.0,9210.0
4847,1.5,1.5,244.0,149.0,74.0,561.0,3.6,6995.0,4.0,78534.0,56.0,2364.0,8570.0
4848,3.0,7.6,431.0,272.0,156.0,1140.0,8.2,13012.0,7.0,142145.0,113.0,4138.0,17127.0
4849,1.5,3.3,256.0,123.0,97.0,591.0,4.3,5346.0,7.0,73129.0,58.0,1076.0,7462.0
4850,2.5,5.8,394.0,213.0,137.0,1041.0,6.3,8643.0,7.0,123304.0,96.0,2919.0,14237.0
4851,2.5,7.9,309.0,243.0,122.0,966.0,7.2,9132.0,6.0,123476.0,95.0,2244.0,14652.0
4852,0.75,1.8,93.0,66.0,38.0,297.0,1.8,3276.0,7.0,39227.0,27.0,1157.0,3675.0
4853,1.25,4.4,196.0,125.0,51.0,458.0,2.6,5745.0,5.0,62264.0,45.0,643.0,7198.0
4854,2.5,9.6,450.0,281.0,159.0,1069.0,5.7,9897.0,5.0,124466.0,94.0,4688.0,13008.0
4855,2.0,3.1,273.0,183.0,86.0,884.0,5.6,7642.0,5.0,105146.0,73.0,2525.0,9814.0
4856,1.25,1.7,150.0,100.0,64.0,501.0,3.3,4738.0,7.0,65661.0,46.0,2318.0,6376.0
4857,3.0,9.2,473.0,243.0,190.0,1168.0,8.2,11436.0,4.0,151381.0,116.0,5679.0,16574.0
4858,0.5,1.0,81.0,51.0,24.0,205.0,1.1,1709.0,7.0,24021.0,19.0,339.0,2939.0
4859,2.5,5.2,358.0,216.0,123.0,922.0,6.4,11351.0,7.0,122051.0,95.0,3642.0,13651.0
4860,1.0,2.5,135.0,98.0,63.0,371.0,2.0,4097.0,6.0,50883.0,37.0,2284.0,5823.0
4861,2.5,7.8,316.0,281.0,126.0,1003.0,7.1,11542.0,4.0,123592.0,92.0,1460.0,14024.0
4862,1.0,1.2,157.0,91.0,64.0,404.0,2.8,3735.0,6.0,48530.0,35.0,1222.0,5635.0
4863,1.5,1.9,247.0,148.0,69.0,569.0,4.3,7039.0,7.0,72699.0,55.0,2168.0,7712.0
4864,1.75,6.2,240.0,177.0,76.0,692.0,4.8,6326.0,5.0,84206.0,66.0,3227.0,9381.0
4865,1.75,3.4,294.0,157.0,103.0,650.0,4.3,6779.0,7.0,87034.0,61.0,2060.0,10263.0
4866,2.5,9.1,314.0,243.0,155.0,924.0,5.8,10860.0,6.0,125525.0,99.0,1024.0,13614.0
4867,1.25,1.5,201.0,133.0,65.0,547.0,2.7,5593.0,5.0,62404.0,47.0,1344.0,6113.0
4868,1.75,4.3,230.0,193.0,96.0,665.0,3.4,6757.0,6.0,90995.0,65.0,3754.0,9931.0
4869,1.25,4.4,201.0,143.0,66.0,523.0,3.6,5016.0,6.0,64882.0,48.0,1300.0,6516.0
4870,1.5,5.1,249.0,144.0,70.0,633.0,3.3,5791.0,6.0,76111.0,54.0,1160.0,8236.0
4871,2.0,3.4,240.0,187.0,91.0,752.0,3.9,7643.0,7.0,105194.0,78.0,1032.0,11790.0
4872,0.5,0.9,72.0,42.0,30.0,190.0,1.2,2001.0,6.0,25615.0,19.0,418.0,2574.0
4873,3.0,10.5,413.0,301.0,162.0,1175.0,8.3,13814.0,7.0,147301.0,109.0,1900.0,16916.0
4874,2.0,2.4,257.0,170.0,100.0,779.0,5.3,8841.0,6.0,97306.0,75.0,3017.0,9736.0
4875,0.75,0.8,106.0,80.0,35.0,328.0,1.8,3473.0,4.0,36583.0,28.0,301.0,4304.0
4876,1.5,3.2,190.0,137.0,63.0,581.0,4.1,5834.0,6.0,71666.0,55.0,2064.0,8147.0
4877,0.75,1.2,110.0,83.0,47.0,330.0,1.7,3390.0,5.0,35574.0,29.0,1335.0,4254.0
4878,1.0,1.3,131.0,100.0,63.0,408.0,2.4,3545.0,4.0,50515.0,36.0,403.0,5064.0
4879,1.0,2.9,163.0,87.0,64.0,450.0,2.8,4008.0,6.0,47324.0,40.0,1979.0,5240.0
4880,1.5,4.5,210.0,135.0,90.0,618.0,3.9,6731.0,4.0,75462.0,56.0,2957.0,8370.0
4881,0.75,1.5,133.0,71.0,38.0,321.0,1.6,3306.0,7.0,35880.0,29.0,1112.0,4351.0
4882,1.75,5.6,215.0,166.0,113.0,659.0,4.0,7754.0,6.0,83163.0,65.0,2634.0,9216.0
4883,3.0,3.5,447.0,260.0,149.0,1247.0,8.7,13381.0,4.0,154578.0,117.0,5197.0,16561.0
4884,1.25,3.5,187.0,122.0,66.0,467.0,2.9,5657.0,7.0,60792.0,45.0,792.0,7219.0
4885,1.25,3.1,201.0,120.0,80.0,536.0,2.4,4777.0,4.0,59429.0,47.0,2435.0,6392.0
4886,3.0,7.4,513.0,335.0,192.0,1186.0,6.7,10502.0,6.0,151271.0,119.0,1082.0,14495.0
4887,3.0,8.2,400.0,243.0,180.0,1243.0,8.7,10770.0,7.0,147255.0,114.0,2612.0,16507.0
4888,1.25,4.5,183.0,143.0,56.0,539.0,2.6,4623.0,6.0,64641.0,45.0,2522.0,6294.0
4889,0.5,0.9,68.0,44.0,26.0,198.0,1.3,2242.0,4.0,24909.0,19.0,480.0,2830.0
4890,3.0,9.0,486.0,284.0,146.0,1231.0,5.7,13017.0,5.0,156082.0,111.0,3938.0,16086.0
4891,1.25,3.6,167.0,119.0,57.0,562.0,3.4,5487.0,6.0,64706.0,45.0,1288.0,6585.0
4892,2.0,5.5,304.0,197.0,86.0,745.0,5.6,7942.0,7.0,104806.0,76.0,2214.0,9735.0
4893,1.0,1.6,165.0,99.0,42.0,393.0,2.8,3902.0,7.0,50647.0,38.0,1425.0,4936.0
4894,0.75,1.9,110.0,83.0,46.0,290.0,1.6,3021.0,7.0,38716.0,28.0,626.0,3607.0
4895,0.75,2.8,125.0,85.0,37.0,290.0,1.5,2925.0,6.0,38624.0,27.0,1652.0,4269.0
4896,0.5,1.2,63.0,49.0,26.0,219.0,1.0,2028.0,5.0,23891.0,18.0,307.0,2431.0
4897,1.5,5.9,189.0,135.0,85.0,612.0,3.0,6677.0,7.0,76998.0,53.0,1139.0,8815.0
4898,1.75,2.9,268.0,182.0,79.0,668.0,4.3,6183.0,7.0,82340.0,66.0,2036.0,9679.0
4899,1.25,1.6,160.0,131.0,59.0,467.0,3.6,4774.0,6.0,62917.0,49.0,2600.0,6582.0
4900,1.75,5.7,260.0,160.0,88.0,681.0,4.6,8143.0,5.0,86923.0,67.0,3869.0,10274.0
4901,0.5,0.8,61.0,47.0,24.0,197.0,1.3,2333.0,5.0,24476.0,18.0,1083.0,2679.0
4902,3.0,7.1,471.0,248.0,136.0,1329.0,7.2,12998.0,6.0,157645.0,110.0,1742.0,16423.0
4903,1.75,1.8,284.0,162.0,110.0,763.0,4.8,6492.0,6.0,86630.0,63.0,590.0,9740.0
4904,1.75,2.0,272.0,172.0,109.0,652.0,4.4,6576.0,6.0,91862.0,62.0,2441.0,9838.0
4905,0.5,1.5,85.0,42.0,27.0,223.0,1.1,2026.0,4.0,25236.0,19.0,768.0,2862.0
4906,1.0,2.9,137.0,108.0,46.0,364.0,2.7,3812.0,7.0,47376.0,38.0,1265.0,5216.0
4907,1.75,6.2,251.0,178.0,114.0,762.0,4.7,7559.0,4.0,84000.0,68.0,1746.0,9288.0
4908,1.25,3.7,214.0,137.0,53.0,482.0,2.9,4974.0,5.0,59450.0,44.0,2133.0,7079.0
4909,2.5,8.7,391.0,261.0,147.0,1013.0,5.2,9988.0,7.0,127975.0,95.0,843.0,12132.0
4910,1.75,4.3,276.0,175.0,80.0,645.0,4.2,7195.0,5.0,84110.0,66.0,2966.0,8970.0
4911,0.5,1.5,61.0,56.0,31.0,180.0,1.3,2172.0,7.0,24921.0,19.0,613.0,2502.0
4912,1.75,3.2,274.0,157.0,110.0,786.0,4.2,6509.0,7.0,90441.0,68.0,1564.0,9489.0
4913,0.5,2.0,63.0,45.0,20.0,186.0,1.1,2048.0,5.0,26434.0,19.0,634.0,2613.0
4914,2.5,9.6,306.0,257.0,147.0,934.0,5.7,10339.0,4.0,126758.0,99.0,4859.0,12102.0
4915,1.5,4.2,195.0,148.0,74.0,609.0,4.0,5378.0,4.0,71169.0,59.0,2540.0,7335.0
4916,1.25,3.1,195.0,100.0,73.0,555.0,3.5,5152.0,4.0,60081.0,49.0,950.0,6845.0
4917,1.75,1.8,272.0,145.0,71.0,635.0,4.1,6453.0,4.0,85666.0,65.0,2530.0,9789.0
4918,1.75,1.9,231.0,168.0,100.0,741.0,4.7,6842.0,5.0,83744.0,68.0,1312.0,8411.0
4919,2.5,4.2,446.0,259.0,146.0,1097.0,7.0,10317.0,5.0,130517.0,98.0,3023.0,12715.0
4920,1.0,3.1,155.0,103.0,53.0,423.0,2.2,3586.0,6.0,49030.0,36.0,1653.0,5803.0
4921,1.25,4.8,186.0,132.0,57.0,457.0,2.4,4912.0,5.0,63818.0,44.0,1626.0,6401.0
4922,1.0,3.5,124.0,100.0,60.0,422.0,2.1,4505.0,5.0,51352.0,36.0,1033.0,5236.0
4923,1.5,4.1,242.0,129.0,67.0,672.0,3.0,5301.0,5.0,74200.0,54.0,1416.0,7269.0
4924,2.0,4.5,254.0,199.0,92.0,770.0,4.3,8024.0,7.0,103524.0,71.0,1887.0,11733.0
4925,2.5,6.7,340.0,265.0,121.0,1058.0,7.5,11071.0,7.0,131442.0,93.0,4859.0,12200.0
4926,1.25,3.3,152.0,107.0,51.0,496.0,3.4,5462.0,6.0,59146.0,45.0,2792.0,6705.0
4927,0.75,1.4,93.0,66.0,44.0,328.0,2.1,2620.0,7.0,37230.0,28.0,792.0,4379.0
4928,2.0,3.2,320.0,191.0,110.0,839.0,4.5,8718.0,6.0,97733.0,78.0,2734.0,10422.0
