Cultivated area (hec),Seed (Kg),Urea (kg),Phosphate (kg),Potassium (kg),Nitrogen (kg),Insecticide (lit),Water (m3),Irrigation frequency,Yield (kg),Fuel (lit),Electricity (kwh),Calculated carbon emission(kg co2-eq)
1.5,17,5,302,3.1,327,5,11674,5,16543,87,8019,3679
3,41,25,618,1.4,632,16,21585,6,39361,146,15382,8310
2.5,23,12,479,5.8,527,8,17595,7,32760,172,11503,7035
0.75,7,2,156,1.7,154,3,6373,5,8743,40,3879,2389
0.5,4,3,92,1,107,2,3546,6,5970,31,2346,1392
1,12,10,215,2.9,191,4,7611,9,12093,79,4893,2760
1.75,23,4,369,0.8,378,7,12584,8,18533,129,9407,4072
1.75,23,11,344,7,373,9,14190,9,18888,135,8191,4309
2,23,11,358,0.5,407,8,17055,6,25084,110,9687,6392
3,25,17,607,11,642,10,24122,9,33906,225,13867,8904
2.5,29,8,512,4.2,469,10,19074,6,28566,192,13135,7392
0.75,11,4,157,1.2,143,3,5829,9,10021,55,3997,1849
2.5,36,13,491,2.7,493,13,18726,9,30981,131,13662,7315
1.75,15,16,350,6.9,357,9,12818,7,18532,102,8081,5226
0.5,6,3,107,1.6,102,3,4219,5,6490,30,2365,1257
2,28,13,399,4.3,389,9,14851,8,23563,155,10774,5315
1.75,21,7,330,2.8,365,7,13366,7,22684,118,9920,5307
3,42,28,561,13.1,618,10,23536,6,38707,177,14197,7509
1.25,15,7,233,3.4,258,5,9390,9,15578,73,6380,3647
2,25,7,413,8.2,429,9,14796,5,21693,132,11566,5085
0.5,7,5,96,1,106,2,4060,8,5614,35,2634,1192
2.5,17,18,502,5.6,534,13,20123,9,26558,166,12570,7621
2.5,32,19,486,5.4,532,11,19775,9,31184,163,12465,6156
1.75,22,4,376,5.9,344,7,13832,5,22339,99,9076,4674
3,35,16,602,3.6,604,15,22246,7,34562,227,16062,7645
0.75,10,4,149,1.7,143,3,6368,8,9245,47,3684,2301
1,6,7,183,2.2,211,5,7204,7,13101,65,4815,2582
2.5,29,8,504,6.5,507,8,21173,9,33667,175,14423,6240
0.5,6,5,94,1.5,94,2,3889,8,6113,35,2883,1418
3,41,25,602,10.4,630,16,22025,8,31550,209,16935,9445
0.5,5,2,94,1.9,107,2,3745,6,5678,35,2492,1566
1.25,14,7,240,1.6,252,5,9740,6,13501,72,6724,3013
1.25,17,12,233,0.1,250,6,9275,8,13153,66,7077,2974
1.5,11,9,273,5.2,309,8,11237,9,18330,99,8688,4036
1.75,21,17,369,4.7,381,9,13931,5,23567,123,8418,4916
3,19,7,561,1.5,590,15,23872,6,38440,193,15342,8830
1.25,17,7,227,5.7,270,5,10443,8,13195,80,6266,3241
2,24,10,390,9.1,431,7,14009,9,25455,100,10337,6302
1,10,2,207,1.4,195,5,7424,8,10741,49,5198,2436
1.75,12,15,317,8.3,341,9,12689,9,22656,104,8294,4590
1.5,15,9,286,1.2,318,8,10569,9,16067,75,8119,4494
1.25,10,7,261,0.1,256,4,10342,9,13447,78,7077,3397
3,22,25,617,13.3,617,14,23523,6,33459,195,15494,8794
2,17,18,425,6.6,402,10,15275,9,24052,119,11449,6193
1.25,16,3,243,1.2,272,6,10368,8,13855,99,5883,3320
1,14,8,184,1.5,190,4,7600,7,11881,51,5616,3180
1,15,10,202,3.6,201,4,7454,6,11749,55,5432,2715
0.75,8,3,149,0.4,142,3,5974,6,8412,39,3655,2242
1.5,11,13,304,4.6,309,8,10771,9,17019,93,6965,3937
1,9,8,199,0.3,215,5,7949,5,11951,60,5526,2479
1.5,15,13,293,6.9,298,7,10977,5,19225,79,8133,4060
3,31,25,582,10.4,619,15,22938,5,39874,161,14690,8651
2,14,6,409,5.7,417,10,14988,7,22067,105,10927,5696
1,13,9,185,1.8,212,5,7335,6,11822,74,5751,2361
2.5,26,19,486,1.7,468,10,19354,9,29360,134,13486,6811
2,30,17,370,4.7,409,6,15326,5,26137,111,10741,6117
0.5,6,2,107,0.2,110,2,4136,6,6352,37,2712,1187
2.5,36,11,483,7.4,483,13,20558,5,27107,135,12845,7729
2.5,29,14,504,10.7,550,14,20214,5,29325,176,14113,7790
1.25,10,11,264,3.3,274,6,9864,9,14961,73,6586,3224
1.5,18,14,319,2.4,327,6,12506,5,18474,73,7553,4163
1,10,10,206,4.9,202,5,7577,7,11328,75,5132,2992
0.5,5,4,95,0.1,105,2,4237,5,5533,40,2401,1514
1.5,16,3,297,6.9,307,5,12433,5,18604,106,8562,4701
3,39,19,634,6.2,565,10,22185,8,33412,225,16251,7341
2.5,34,19,539,10.6,472,13,20219,7,33268,185,12182,5870
1,9,10,192,2.2,214,4,8529,5,13060,54,5234,2641
1.5,17,3,301,3.8,315,5,10963,5,17109,106,7259,4094
1.75,24,5,369,6.8,385,9,14401,6,19947,90,8937,4300
1,12,3,206,1.1,209,4,8145,7,11273,48,4991,2666
3,35,27,647,11,587,10,21979,6,33263,150,17354,7302
1.75,22,7,334,1.2,374,6,12858,7,23113,133,8369,4843
1.25,18,11,225,2,271,5,10382,5,15678,82,5999,3959
0.5,7,2,106,0.6,109,2,3672,5,5783,39,2354,1388
0.5,4,5,105,2,99,3,4143,9,6679,37,2878,1165
3,41,8,624,14.7,626,15,23386,8,36557,167,16180,8939
0.5,6,4,100,2.2,100,2,3920,6,6404,36,2506,1243
3,24,18,586,2.4,624,13,22313,9,37150,152,17168,8928
1,14,3,186,3.5,199,4,7075,5,11495,50,5324,2769
0.75,5,3,149,1.5,147,4,5379,9,9415,50,4317,1867
1.5,22,12,273,5,316,8,11010,9,17276,90,8632,3856
1.75,11,15,328,3.4,363,9,13868,5,19612,101,10142,5511
1.75,23,5,361,8.7,363,5,13608,5,20723,100,8361,5019
0.5,7,2,89,1,106,2,3637,7,5791,39,2695,1593
0.5,5,3,91,0.3,104,2,4136,6,5464,24,2304,1434
1,8,6,194,0.8,206,5,7450,7,13282,54,5637,2448
3,33,22,547,9.6,611,15,22472,9,32018,194,13885,7620
1.5,22,8,307,5.5,316,8,11791,7,19954,95,7854,3667
0.5,6,2,101,1.3,106,2,3505,9,5414,39,2516,1298
2.5,30,15,455,3.3,534,11,20579,5,29501,129,12178,6710
2,29,18,413,9.4,396,10,16303,5,24574,99,9544,5845
2.5,16,11,526,8.1,520,9,19184,5,27895,163,12841,6992
1.25,15,11,243,3.3,273,7,10378,7,14090,87,6065,3353
0.75,8,3,152,2.2,149,3,6029,9,8004,48,4198,1942
0.5,4,2,89,0.4,97,2,3982,5,6230,27,2429,1231
3,36,11,616,5.2,609,14,25169,5,34333,180,15083,9334
0.75,8,7,140,2.1,144,2,5431,6,9242,51,3909,1861
1.25,11,4,241,5.9,246,5,9505,6,15804,71,6514,3006
2.5,17,12,474,12.2,536,8,21348,7,33723,199,12846,7529
0.5,4,4,94,1.7,107,2,3713,8,6365,26,2881,1452
2,23,5,403,0.7,411,7,15859,7,24705,104,10553,5131
0.5,3,3,101,0.3,94,2,3923,7,6274,33,2736,1264
0.75,5,4,161,0.1,162,4,5407,7,8594,37,3513,2240
0.75,5,2,156,2.4,153,3,5317,9,8696,48,3689,1824
1.25,8,11,251,0.7,240,6,8867,5,14768,77,6024,3270
1.75,11,16,338,7.5,349,7,13641,6,22421,115,8999,5390
1.5,10,10,291,1.9,313,5,11306,8,16798,76,7380,4499
0.5,6,2,107,0.6,105,2,3566,9,6092,28,2807,1206
0.5,7,1,107,0.8,109,2,4241,9,6421,39,2451,1589
1.5,9,9,289,4,297,7,10719,5,18258,109,8368,4127
1.25,11,4,253,6,263,5,9519,7,15352,99,5850,3031
1,8,6,196,2,188,5,7374,7,10987,69,5332,2547
1,12,3,213,4.3,198,3,7770,6,10804,51,4609,2947
1.75,25,4,362,6.4,384,8,13445,5,22991,118,9135,5373
2.5,24,18,523,6.7,493,11,17627,9,31064,158,12850,7058
3,33,22,635,13.7,627,15,22958,9,33431,161,16834,7111
0.75,6,6,162,3.1,147,4,6213,5,8938,44,4169,2005
1.25,15,10,268,5.5,270,7,8903,6,16064,66,6391,3858
1.5,11,8,294,7,328,5,12733,9,16903,104,7431,4324
3,22,9,599,8,608,10,24900,6,36708,225,15248,9414
2.5,34,9,474,7.9,495,14,21099,6,33088,123,11632,6698
1.5,15,5,305,0.3,290,7,11570,6,16673,94,7437,4347
2.5,32,18,483,10.5,495,9,19363,5,33567,134,14084,6702
0.5,3,4,97,1.4,102,2,4110,9,5689,26,2378,1310
0.5,7,3,94,1.1,107,2,4255,8,5773,39,2796,1581
0.5,5,5,93,1.1,98,2,3673,7,6243,25,2723,1345
2,20,19,420,7.6,429,8,15487,8,25098,148,9238,4664
0.75,10,5,139,3.7,142,2,5333,8,8332,42,3602,1746
2,24,9,373,2.4,433,8,14188,7,26414,155,9468,5696
1,14,3,179,0.5,214,5,8533,5,11423,63,4611,2535
0.75,10,5,143,0.8,164,4,6173,6,9431,41,3654,1998
2,27,11,402,3.1,382,7,14872,7,23391,134,10151,5184
2.5,30,7,489,11.1,489,14,17835,9,29817,164,12273,5944
0.75,6,3,145,0.7,158,4,5434,8,8684,45,3779,2295
3,25,9,581,10.2,651,13,25443,8,35043,216,17323,9078
2,22,5,418,0.2,436,10,14921,6,26432,118,10364,5543
0.5,4,3,97,1,104,2,4191,8,6456,38,2404,1588
2,20,12,365,8.3,394,10,15989,9,21245,145,10976,5912
1.5,19,5,282,6.6,282,5,10885,5,20139,79,7782,4299
1.75,23,17,351,4.4,359,9,13096,5,23199,128,8795,4222
0.5,6,5,98,1.7,106,2,4117,8,5341,33,2668,1369
1.25,14,3,228,3.6,266,5,10680,6,15468,80,6298,3867
1,7,6,181,2.3,209,5,8114,8,13084,54,5417,2628
1.75,24,17,340,1.9,373,10,14199,7,23533,112,8318,5203
1.25,8,11,267,3.5,261,5,10233,7,16289,98,6690,3166
2,12,13,382,1.1,434,10,16009,8,23736,129,9874,6319
1.25,18,7,242,1.7,274,4,9887,5,15145,72,7051,3887
1.5,18,10,300,2.7,289,7,10811,5,19674,120,7242,3480
1.75,18,16,314,3.7,360,8,13724,6,22979,88,9468,4054
2,13,20,429,1.4,383,11,17106,7,22760,133,10717,4743
1.25,11,10,233,4.3,271,5,10262,6,13647,83,6049,2997
1,15,4,193,1.4,199,5,7462,5,10838,72,5613,2509
1,7,7,200,2.5,201,5,7869,6,11464,62,5126,2421
2,23,5,418,2.7,431,10,14392,5,26338,104,9504,6077
1.25,17,8,256,3.8,258,6,10289,5,16414,65,6700,3034
1.75,12,14,338,6.6,357,5,13708,6,22176,125,9860,4485
1.25,15,4,263,1.3,264,6,9845,6,15891,99,5936,3647
2.5,27,19,451,11.5,476,14,20379,7,33123,134,11862,6239
1.25,16,4,246,4.4,244,7,9616,8,15283,98,6322,3501
3,32,15,540,14.2,613,13,23115,9,31856,212,15908,7853
1.5,17,6,303,1.5,317,7,12528,5,18318,84,7045,3999
1.25,18,7,259,0.4,238,6,9405,5,15927,97,6503,3208
1.5,17,13,285,0.6,319,6,11582,5,19104,91,8161,4448
0.75,10,2,138,1.1,156,4,6406,9,9851,56,4216,2073
0.75,7,7,146,1.9,161,3,6276,6,8677,49,3902,2280
1.5,21,7,292,7.4,305,5,12234,5,15790,86,8297,3668
3,24,13,614,8.5,581,12,21776,9,38205,204,17156,7674
1,13,10,205,4.5,189,4,8380,7,12265,74,4956,2556
0.5,7,3,92,0.1,100,2,3785,9,6245,39,2593,1493
1,8,8,184,4.9,188,4,8341,5,11925,75,5541,2384
2,30,17,403,4.1,432,11,14084,5,25208,135,9986,5756
1,14,9,181,3.5,203,3,8398,6,11598,77,5140,2458
0.75,11,6,154,0.8,147,4,5467,7,8405,49,4021,2313
0.75,8,6,152,0.6,162,3,5405,8,8191,36,3881,1872
1.75,12,4,320,0,350,6,13476,6,20231,91,8129,4246
1,11,2,194,1.5,199,4,7948,5,13059,59,5130,2852
2,15,16,388,8.4,391,10,14719,5,26233,125,11193,6351
0.75,8,3,161,0.6,157,3,5654,8,7880,58,3846,2020
1,13,2,194,3.6,193,4,8372,8,11980,67,5180,3176
2.5,36,16,515,6.1,495,11,18217,9,33477,199,13382,6733
1.75,24,9,318,5.3,344,9,14321,7,23510,88,9141,4026
0.75,6,3,161,1.4,152,4,6209,6,9038,48,3916,1927
2,14,13,432,5.4,438,7,14665,9,26216,151,10806,4872
1,11,6,185,4.2,209,5,7662,6,11566,72,5549,2621
1.25,14,4,264,0.3,273,7,10241,5,13296,61,6819,3786
2.5,29,8,501,7.7,502,11,18116,9,31017,180,13053,6745
1.25,12,5,230,5.3,252,5,9741,6,15902,84,6105,3818
2,19,11,362,8.8,427,10,15182,5,26366,99,9816,6070
0.75,9,6,139,1.4,147,3,6446,7,8781,43,3608,1904
2,18,14,384,8.5,407,10,15426,8,24684,97,11476,4875
3,31,26,631,1.3,598,14,25160,5,39639,192,14633,9561
1,9,10,193,2.5,206,5,8146,8,11624,58,5048,3166
2,13,16,392,9.4,435,7,17185,8,25081,119,10022,6015
1,12,7,205,0.8,204,5,8311,8,11249,70,5247,2871
1,11,4,185,3.4,204,5,7757,9,12536,74,5235,2402
1.5,14,6,290,5.7,317,7,12477,9,16841,82,6936,4325
2.5,27,10,537,8.3,550,12,18459,5,32704,198,12154,5910
2.5,21,13,455,0.7,546,10,17667,6,29803,149,14085,7249
1,9,8,186,3.4,204,5,7004,6,11525,55,4961,2608
1.75,18,15,337,7.3,336,8,14959,6,20819,105,8455,4639
3,37,17,643,5.5,648,13,25799,9,32865,144,16655,7566
1.75,13,16,345,6.5,353,8,13645,6,23070,117,8228,4650
1.25,18,6,224,5.5,258,4,10626,6,16299,87,6230,3584
1.5,14,13,271,0,290,5,10559,8,17648,87,8346,4549
2,25,14,361,7.6,376,7,16178,5,26670,115,11209,4922
0.75,6,2,152,3.1,152,4,5482,8,8997,38,3969,1782
0.5,4,5,101,0.8,110,2,4128,7,6375,27,2682,1192
0.5,6,5,92,1.1,97,2,3554,6,5747,25,2724,1524
2.5,28,13,463,7.7,545,8,21037,8,33448,173,13664,6220
0.5,4,2,102,2.1,99,2,3570,5,6011,40,2785,1414
0.75,11,4,156,3.5,152,3,5486,8,8917,49,4140,1913
0.75,6,6,148,0.3,152,4,6328,9,8304,51,4023,1747
1.75,24,6,339,0.6,342,6,13270,5,20288,96,9358,4708
1.5,22,4,311,6.3,292,5,10839,7,16891,112,7474,4106
2,15,5,382,5,403,9,15858,7,21309,153,11146,4852
1,10,10,207,1.1,192,3,8121,8,12687,52,4741,2804
0.5,6,2,107,0.1,109,3,3886,5,6152,35,2729,1553
1.25,10,9,244,4.8,241,6,9843,8,15193,83,5940,3865
0.75,5,5,154,1.3,145,4,6034,5,10083,57,3689,2003
3,38,22,551,7,647,14,21152,6,33769,211,15726,9217
0.75,9,3,136,3.7,152,4,6277,6,9396,43,4303,2102
1.5,9,7,281,1.9,327,6,12270,5,15885,107,7397,3491
1.5,20,14,288,4.7,291,6,11563,5,17549,98,8321,3650
1,7,7,205,4.7,188,3,7952,5,11247,73,5747,2573
2,17,13,395,2.1,391,7,15058,6,24341,126,9508,4956
1.75,22,5,355,8.5,328,6,12280,6,23606,129,9732,4645
0.5,6,3,93,0.2,106,3,3778,5,6602,32,2753,1159
1,11,4,179,3,205,5,7990,8,10504,58,5266,2481
1,10,3,207,4.9,200,4,8309,8,11210,79,5353,3043
2,25,16,429,4.8,380,11,16961,9,21124,121,9702,5603
3,24,22,617,1.5,633,16,22113,9,38454,178,14722,7875
1.75,12,12,336,0.5,329,7,12752,9,19368,134,9148,4203
2.5,37,7,492,4.5,503,11,18769,5,32823,187,14177,6150
1,9,9,195,4.9,204,4,7913,9,13226,75,5219,2614
0.5,4,3,104,1.3,109,2,4073,8,5485,29,2455,1231
0.75,5,7,145,2.4,165,3,6305,7,8311,58,3657,2154
0.75,8,4,159,1.3,152,4,6044,6,8925,53,4107,2020
2,20,14,424,2.7,376,7,15270,7,24436,133,10049,5597
1,9,8,213,1.9,220,4,7866,7,10840,54,5714,2977
1.25,13,10,241,1.6,237,5,8982,6,13636,79,6270,3141
3,40,24,564,7.3,605,15,21155,7,38492,216,16075,7278
1,10,5,208,2.9,214,5,7009,5,11297,69,4871,2458
2.5,16,14,495,1.9,536,12,18468,7,30758,157,12917,6791
1.75,17,9,316,3.5,335,6,14710,8,21127,133,9333,4131
1.5,9,14,308,7.1,298,6,11140,9,17252,94,8380,3685
1.75,11,6,357,4.6,378,6,12961,7,19011,112,9118,4681
1,14,9,199,2.4,188,4,7831,5,10601,70,4865,2728
1.5,10,15,300,6.7,298,8,12164,9,18741,96,7567,4475
2.5,16,22,498,9.8,509,12,19849,6,27754,123,11949,7142
1,12,5,193,3.7,214,5,7396,5,11430,62,4624,2711
1.25,14,4,236,5.8,249,5,10439,9,15300,69,6501,3378
2,29,13,419,7,406,6,16287,8,21548,112,9448,5900
0.75,7,4,156,0.7,143,2,6219,6,10115,46,3619,2252
1.75,19,10,342,8.4,339,5,14160,7,19138,91,10059,4184
2,17,5,365,4.3,379,8,15978,7,25467,156,9965,4859
2.5,27,19,490,1,508,12,20586,9,27362,195,13744,5967
1.75,19,13,325,2.8,366,7,12787,8,20092,89,9574,4790
1.5,19,14,301,3.1,302,7,12203,8,19106,117,7302,4753
1.75,15,14,353,1.3,346,6,14615,7,19233,130,9612,4078
1.25,12,11,229,5.5,236,5,10076,5,14304,78,6591,3195
1.25,9,4,253,1.7,244,4,9957,9,13820,74,7003,3633
2.5,19,15,532,12.5,518,11,18373,6,29283,181,12742,7302
0.75,6,3,142,2.7,147,4,5358,5,8566,58,3669,2149
1.25,14,7,241,1,260,6,9965,6,15694,69,5871,3638
1.5,17,4,307,5.1,316,5,12291,5,17388,96,7174,4587
2.5,31,9,476,10.8,536,12,20282,6,33494,146,12535,7480
3,30,15,623,3.7,587,10,25479,9,35855,226,14019,7110
3,37,17,633,7.4,649,10,21507,8,37883,233,15420,8774
1,12,4,186,4.4,202,5,8457,9,12527,72,4944,2491
0.5,7,2,95,2.3,101,2,4082,6,5754,40,2741,1315
2,16,13,379,5.2,433,10,16537,5,23901,105,9822,5939
2,19,14,378,3.8,395,7,15555,7,23159,110,9962,5274
1.25,10,6,232,2.5,251,4,10098,7,14213,80,6620,3046
1.5,19,5,316,3,292,5,12438,7,15990,90,7078,3779
3,44,9,626,14.6,649,12,23524,9,33158,145,15952,9472
1,14,9,178,0,201,5,8183,5,11919,52,4884,2454
2.5,27,16,484,5.7,478,11,19765,5,31137,126,11950,5838
1.25,12,5,235,5.1,234,5,10173,8,14772,93,6299,3049
0.75,9,2,139,3.7,154,3,5402,7,8186,46,4203,2112
1,12,5,185,1.8,190,4,7565,9,11219,71,5426,2520
3,28,15,546,6.8,609,9,21879,9,39352,148,16029,8069
1.5,10,9,320,5.9,318,7,12238,9,15787,90,7071,3903
1,15,4,208,1.9,199,3,7613,8,12065,71,5163,3198
1.5,15,3,318,1.3,326,5,10878,7,16180,107,6948,4657
2.5,35,14,496,1.4,477,10,21041,8,32438,172,11525,6130
2,20,16,402,8.3,428,8,16824,8,24091,129,9946,4655
3,21,19,544,9.4,621,12,21741,7,37257,192,15327,8249
0.75,6,6,161,3.3,142,3,6261,6,9775,59,4006,1802
3,34,13,583,5.4,633,13,25251,6,38090,239,17220,7671
1.75,19,8,339,7.4,375,7,13662,6,20172,115,8826,5006
2.5,27,17,494,2.9,544,12,20624,6,30334,152,13739,5953
2.5,34,21,526,8.9,500,11,20498,9,26415,150,13971,7824
2.5,28,10,469,12,506,8,20026,6,32876,184,12447,7840
1,14,3,198,4.3,197,4,7669,9,11454,55,4835,2323
0.75,5,4,135,0.6,157,4,5564,8,9847,55,4250,2135
2.5,24,13,533,5.9,533,13,19842,8,29343,182,14073,7232
0.75,11,5,152,2.9,154,4,6336,6,9123,55,3885,2161
1.5,22,4,313,4.5,310,7,12233,6,16066,115,7219,4142
2.5,22,14,447,10.9,520,9,18625,8,27457,180,13325,6610
2,28,19,404,6,393,8,16007,9,25598,141,10384,4786
1.25,13,5,262,3.3,263,6,10675,8,14938,85,6310,3859
2.5,28,9,455,8.3,521,11,21125,6,27988,167,12911,6784
2.5,18,11,516,10,547,8,21165,6,30209,170,12138,6381
0.75,10,4,149,2.2,149,4,5335,5,9550,37,3701,2014
1,12,9,193,1.3,187,5,7447,9,11570,78,4680,2603
1.25,18,12,268,4.5,260,5,10039,8,13984,93,6414,3806
1.5,18,13,322,6.1,304,7,11362,8,19476,117,7795,4111
1.25,16,6,260,3.9,244,7,9694,7,15168,75,6965,3025
1,13,2,212,1.7,208,4,7001,5,11334,66,4867,3195
1.25,11,8,261,2,234,4,9127,5,13760,77,6123,2894
0.75,7,5,144,2.2,143,3,6429,6,8768,43,4168,2334
2.5,22,18,450,12.2,503,9,18769,5,30010,179,12609,7394
2.5,23,13,490,6.3,501,12,21457,5,30805,142,13964,7859
1.25,15,11,265,4.7,244,6,8777,8,13642,91,6633,2880
2,28,12,403,4,379,10,14420,5,26492,140,10411,5862
1.5,18,4,322,1.3,291,5,10715,7,19346,82,7517,3539
1.25,11,10,236,6.2,262,5,9851,8,15765,84,6807,3318
0.5,6,3,105,1.8,103,2,3875,6,5373,28,2882,1289
1.75,13,13,375,7.9,354,8,13658,6,19512,111,8140,5289
0.5,4,1,108,0.7,102,2,4092,5,5254,32,2323,1266
1.5,22,8,304,6.8,303,8,12697,7,17845,73,7037,4559
1.75,16,8,341,5.6,366,6,13564,8,21168,118,8721,4845
1.75,20,15,326,7.4,330,9,13964,5,23402,90,8359,4232
0.5,5,4,107,1.4,109,2,3768,8,5974,33,2550,1434
0.75,8,5,139,3.3,147,4,6141,7,9878,56,3828,2187
0.75,10,6,152,1,161,4,5519,7,9137,44,4100,1736
3,42,15,633,1.8,602,9,22681,7,35809,176,15601,8913
1.75,21,16,373,6.5,345,6,14503,7,19193,114,8332,4912
1,9,5,179,2.1,204,4,7822,9,13142,73,5798,2911
0.75,9,4,134,3.6,146,3,5927,8,9726,49,3625,2223
2,14,11,420,9.2,421,8,16960,8,22636,158,10931,4913
2,19,19,413,5.7,429,11,16543,5,24451,147,10983,5725
3,43,14,619,10.7,575,13,24402,8,38047,219,16368,7176
3,20,28,599,8.3,611,13,23178,5,39713,185,17198,9494
2,20,9,422,0.3,404,6,16304,8,22724,144,9316,5770
3,29,27,632,7.9,643,16,21120,5,35602,169,15195,9545
2,24,17,401,2.5,421,7,14428,6,24909,157,9418,4806
3,25,26,636,6.2,578,14,23512,9,32051,212,14429,6954
0.5,5,2,98,1.5,109,2,3936,6,6559,29,2467,1454
1.75,22,15,314,5.5,370,7,13431,9,19026,133,8648,4826
1.75,12,13,328,3,357,9,13183,9,20848,133,9012,5534
1,9,8,182,0.2,200,5,7245,8,11639,52,4796,2980
2,22,15,360,9.2,387,7,16326,6,24836,126,9433,4729
2.5,37,11,531,3.6,503,13,17832,7,33300,127,12596,7147
2,23,9,416,7.9,433,8,14260,5,23819,144,10424,6369
2,28,15,386,0.3,408,7,14543,5,22319,106,11529,5062
2,16,5,384,5,393,10,16778,8,25631,105,9338,5682
1.75,14,4,328,4.6,329,8,13472,7,22122,127,9826,4952
1,13,4,192,1.8,208,4,7358,9,13451,74,4837,2978
2.5,37,9,446,4.7,515,11,19248,5,30495,123,12194,7905
2,27,14,421,1,379,10,14225,6,24670,124,10142,5945
2.5,37,9,451,2.2,534,8,18910,7,27830,179,11912,6172
1.25,11,10,259,1.9,245,5,9562,7,13919,93,5955,3758
1.5,21,5,308,5.3,327,7,11314,5,17847,76,7255,4191
0.5,7,2,106,1.9,102,2,3959,8,6135,31,2885,1212
2.5,17,21,492,8.5,527,8,18957,5,29894,164,12973,7208
1.5,17,7,294,5.5,281,8,11351,5,19923,81,7367,3884
0.5,5,4,102,2.2,109,3,3807,8,5637,24,2511,1484
1.75,16,14,331,7,348,8,12898,5,21241,94,8178,5170
1.5,15,12,282,0.7,324,6,11327,7,18943,118,8600,3521
1.25,13,3,226,2.1,250,4,9773,5,14416,90,6759,3064
0.5,6,4,102,2.5,98,2,4090,5,6600,25,2712,1404
1.5,20,8,321,2.6,324,6,12365,7,16734,96,8000,4777
1.5,22,4,268,3.6,314,8,12322,9,16149,102,8151,4005
2.5,37,18,483,3.9,468,10,20358,7,31167,164,13066,6336
1.25,8,3,248,1.9,273,6,9799,5,14913,63,6955,3561
2,15,15,430,7.6,414,8,15783,8,24272,134,9271,4799
2.5,36,24,454,2.2,522,12,17705,6,32389,167,14012,7311
1.25,16,6,241,1.5,243,4,9909,7,15394,62,6457,3116
1.5,12,9,309,6,306,7,10779,7,19852,94,7421,4627
1.5,16,11,282,7.2,329,6,11620,8,19813,84,7018,3704
3,20,16,567,3.4,612,9,24518,7,35247,230,15116,8031
1.5,17,5,302,5.7,316,7,11071,5,16465,95,7750,3763
1.25,16,4,270,4.9,263,6,9998,7,15023,90,5850,3064
2.5,15,24,470,0.5,502,8,20374,6,30555,176,13948,7380
2.5,35,12,455,0.2,496,11,17558,5,31346,140,13267,7398
0.75,6,6,144,2.5,140,4,6131,6,9884,41,3695,1783
1.5,15,13,275,5,283,5,10626,6,17777,99,7571,4107
0.5,3,2,99,1.2,106,2,3803,9,5645,30,2357,1238
2,13,8,374,0.3,417,9,17149,6,21763,120,10059,5046
2.5,26,15,460,8.8,531,11,21265,6,29561,140,11691,6394
0.75,11,6,146,1,162,3,5633,6,8293,42,4264,2089
2,16,6,372,5.4,413,9,15168,5,22762,120,9904,6138
1.5,17,14,313,3.5,311,6,11608,9,20243,108,7702,4719
3,29,20,547,12.2,595,12,25387,5,33051,146,15864,7588
2.5,36,6,465,5,502,11,20567,5,29464,145,13702,7148
1.75,13,12,326,4.6,330,7,14558,9,23281,121,8190,4987
1,7,9,213,1.4,197,5,7507,5,11071,78,5763,2486
0.5,6,4,90,1.6,104,2,3870,6,6116,38,2356,1540
1,7,4,205,3.9,216,5,7894,5,13020,67,5564,3174
2,28,9,407,8.2,395,9,16877,9,24775,138,10819,5379
0.5,5,5,103,0.6,104,2,4269,5,5938,40,2587,1347
0.75,5,2,148,1.7,157,3,6077,7,9078,60,4332,2240
0.75,10,3,161,3.5,145,3,5359,9,8333,57,3962,2394
1,12,6,209,4.2,203,4,7924,7,12628,73,5389,3083
3,39,17,577,11.1,652,12,24929,6,39460,159,13987,8265
0.75,9,5,147,2.7,154,3,5564,9,9003,45,3700,1831
3,24,16,641,6.1,585,13,25214,6,32616,218,14106,7398
0.5,6,3,101,0.7,103,2,3700,5,5761,26,2410,1591
1.25,8,8,246,6.2,275,5,9225,7,16132,78,6773,3756
0.75,7,3,147,1.9,144,3,6409,9,8026,56,3492,2044
0.5,6,2,108,2.1,97,2,4178,6,6656,26,2751,1508
1.75,25,17,375,0.9,348,7,14890,7,22954,105,9079,4209
1.25,16,10,268,4.2,270,6,10343,8,15629,62,6145,3406
3,28,20,536,4.1,607,12,23179,9,37090,184,14825,7443
1.5,15,8,285,4.2,286,8,11683,5,17076,104,7743,4735
0.5,7,2,99,2.3,110,2,4105,9,5261,31,2501,1472
2.5,24,15,456,6.1,480,8,18033,6,30761,134,11605,7655
0.5,3,2,90,0.1,104,3,3867,9,5412,38,2869,1527
1.25,9,8,226,4.8,263,5,9845,8,14315,90,6810,3764
1.75,20,5,373,0.3,361,6,13405,7,23307,86,8772,4457
0.75,9,7,152,2,149,4,5909,9,8070,47,3544,2044
1.5,21,12,279,3,285,7,10811,7,19897,72,7221,4456
2.5,33,9,533,9.9,522,10,20700,8,29353,165,12647,7355
1.75,17,14,348,7.2,380,7,13889,6,19377,110,8756,4711
2.5,16,9,456,12.1,536,11,17543,6,28832,184,13721,7539
1.5,18,5,297,0.4,325,5,11415,8,19782,98,7099,4095
3,22,22,604,3.1,621,11,22133,9,32405,157,15438,7183
